# 1: Bin number
# 2: r
# 3: g(r)
293	1.0566	2.9977
294	1.0602	2.91854
295	1.0638	2.88823
296	1.0674	2.8793
297	1.071	2.86566
298	1.0746	2.76815
299	1.0782	2.66805
300	1.0818	2.55546
301	1.0854	2.45972
302	1.089	2.39725
303	1.0926	2.22591
304	1.0962	2.14858
305	1.0998	1.98128
306	1.1034	1.92222
307	1.107	1.84739
308	1.1106	1.67764
309	1.1142	1.62017
310	1.1178	1.49265
311	1.1214	1.44576
312	1.125	1.34501
313	1.1286	1.25816
314	1.1322	1.23413
315	1.1358	1.11769
316	1.1394	1.07791
317	1.143	1.02051
318	1.1466	0.969023
319	1.1502	0.936808
320	1.1538	0.845518
321	1.1574	0.822617
322	1.161	0.792357
323	1.1646	0.749318
324	1.1682	0.694742
325	1.1718	0.679749
326	1.1754	0.642234
327	1.179	0.63462
328	1.1826	0.576494
329	1.1862	0.543778
330	1.1898	0.555257
331	1.1934	0.531943
332	1.197	0.513204
333	1.2006	0.499196
334	1.2042	0.499997
335	1.2078	0.461553
336	1.2114	0.454844
337	1.215	0.444957
338	1.2186	0.426411
339	1.2222	0.43973
340	1.2258	0.426091
341	1.2294	0.385059
342	1.233	0.391266
343	1.2366	0.393697
344	1.2402	0.366241
345	1.2438	0.354157
346	1.2474	0.353878
347	1.251	0.349216
348	1.2546	0.34395
349	1.2582	0.332461
350	1.2618	0.335301
351	1.2654	0.334894
352	1.269	0.341508
353	1.2726	0.3345
354	1.2762	0.310526
355	1.2798	0.328865
356	1.2834	0.319117
357	1.287	0.30575
358	1.2906	0.322149
359	1.2942	0.312177
360	1.2978	0.301089
361	1.3014	0.315813
362	1.305	0.314677
363	1.3086	0.301742
364	1.3122	0.295711
365	1.3158	0.29647
366	1.3194	0.283241
367	1.323	0.298146
368	1.3266	0.287379
369	1.3302	0.293572
370	1.3338	0.299115
371	1.3374	0.29291
372	1.341	0.290386
373	1.3446	0.297931
374	1.3482	0.296907
375	1.3518	0.298891
376	1.3554	0.309801
377	1.359	0.290723
378	1.3626	0.290111
379	1.3662	0.299783
380	1.3698	0.309896
381	1.3734	0.312815
382	1.377	0.305038
383	1.3806	0.29482
384	1.3842	0.316895
385	1.3878	0.30191
386	1.3914	0.321942
387	1.395	0.309366
388	1.3986	0.330197
389	1.4022	0.334777
390	1.4058	0.336706
391	1.4094	0.336023
392	1.413	0.34461
393	1.4166	0.3473
394	1.4202	0.354206
395	1.4238	0.363404
396	1.4274	0.37469
397	1.431	0.374983
398	1.4346	0.370273
399	1.4382	0.386644
400	1.4418	0.402352
401	1.4454	0.415276
402	1.449	0.406932
403	1.4526	0.447301
404	1.4562	0.461978
405	1.4598	0.453913
406	1.4634	0.459843
407	1.467	0.476535
408	1.4706	0.510804
409	1.4742	0.52739
410	1.4778	0.538317
411	1.4814	0.558812
412	1.485	0.569469
413	1.4886	0.584964
414	1.4922	0.611998
415	1.4958	0.619164
416	1.4994	0.621528
417	1.503	0.670278
418	1.5066	0.700893
419	1.5102	0.712879
420	1.5138	0.725492
421	1.5174	0.736191
422	1.521	0.756556
423	1.5246	0.76537
424	1.5282	0.771892
425	1.5318	0.797182
426	1.5354	0.829785
427	1.539	0.829525
428	1.5426	0.857192
429	1.5462	0.868254
430	1.5498	0.861942
431	1.5534	0.901971
432	1.557	0.927204
433	1.5606	0.937845
434	1.5642	0.940955
435	1.5678	0.982223
436	1.5714	0.969957
437	1.575	1.0042
438	1.5786	1.0296
439	1.5822	1.04587
440	1.5858	1.05925
441	1.5894	1.05622
442	1.593	1.09277
443	1.5966	1.11163
444	1.6002	1.14879
445	1.6038	1.1888
446	1.6074	1.20868
447	1.611	1.21186
448	1.6146	1.21198
449	1.6182	1.22714
450	1.6218	1.26925
451	1.6254	1.25494
452	1.629	1.28659
453	1.6326	1.31795
454	1.6362	1.32143
455	1.6398	1.30965
456	1.6434	1.35092
457	1.647	1.34805
458	1.6506	1.33237
459	1.6542	1.34524
460	1.6578	1.34551
461	1.6614	1.35868
462	1.665	1.3465
463	1.6686	1.33012
464	1.6722	1.36875
465	1.6758	1.35019
466	1.6794	1.37885
467	1.683	1.36425
468	1.6866	1.34404
469	1.6902	1.34192
470	1.6938	1.34643
471	1.6974	1.35761
472	1.701	1.32114
473	1.7046	1.3342
474	1.7082	1.32177
475	1.7118	1.35165
476	1.7154	1.30965
477	1.719	1.33617
478	1.7226	1.31443
479	1.7262	1.32493
480	1.7298	1.32177
481	1.7334	1.30295
482	1.737	1.3026
483	1.7406	1.34404
484	1.7442	1.31203
485	1.7478	1.29306
486	1.7514	1.29172
487	1.755	1.31835
488	1.7586	1.31723
489	1.7622	1.30997
490	1.7658	1.2953
491	1.7694	1.29769
492	1.773	1.27771
493	1.7766	1.29523
494	1.7802	1.28816
495	1.7838	1.27661
496	1.7874	1.29282
497	1.791	1.2873
498	1.7946	1.27544
499	1.7982	1.26981
